OBJECTID,ZONING,ZONE_ORD,PERIMETER,ACRES,ZONE_TYPE,DIS_NAME,ORD_NUMBER,OWNER
48696,SF-4,15-2004,5461.286,15.561,SF-4,RIVERSIDE,0015-2004,CPB
48697,ML,15-2004,4400.773,23.221,ML,RIVERSIDE,0015-2004,CPB
48698,RMX,15-2004,7259.786,27.76,RMX,SEDAMSVILLE,0015-2004,CPB
48699,RM-1.2,15-2004,2366.456,8.024,RM-1.2,MOUNT AIRY,0015-2004,CPB
48700,SF-2,15-2004,1967.239,4.66,SF-2,RIVERSIDE,0015-2004,CPB
48701,RMX,15-2004,1154.409,1.516,RMX,EAST END,0015-2004,CPB
48702,PR,258-2007,3118.358,5.955,PR,MT WASHINGTON,0258-2007, 
48703,RF-R,15-2004,5512.581,41.975,RF-R,RIVERSIDE,0015-2004,CPB
48704,RMX,15-2004,4821.511,16.877,RMX,WEST PRICE HILL,0015-2004,CPB
48705,CN-P,15-2004,946.345,0.74,CN-P,NORTH FAIRMOUNT,0015-2004,CPB
48706,RF-M,15-2004,15860.628,125.134,RF-M,RIVERSIDE,0015-2004,CPB
48707,SF-4,15-2004,4312.358,15.638,SF-4,SEDAMSVILLE,0015-2004,CPB
48708,RF-R,271-2006,1898.448,3.243,RF-R,CALIFORNIA,0015-2004,CPB
48709,CC-A,15-2004,2232.374,5.436,CC-A,WINTON HILLS,0015-2004,CPB
48710,SF-4,15-2004,2625.408,8.302,SF-4,RIVERSIDE,0015-2004,CPB
48711,PR,258-2007,1589.698,1.898,PR,EAST END,0258-2007, 
48712,PR,258-2007,1893.708,4.506,PR,EAST END,258-2007,CP
48713,SF-2,15-2004,2510.522,8.273,SF-2,PLEASANT RIDGE,0015-2004,CPB
48714,SF-20,24-2007,2418.516,6.798,SF-20,CALIFORNIA,0015-2004,CPB
48715,ML,15-2004,4754.964,28.149,ML,WINTON HILLS,0015-2004,CPB
48716,SF-20,15-2004,2363.882,5.903,SF-20,EAST PRICE HILL,0015-2004,CPB
48717,SF-2,15-2004,3303.364,9.773,SF-2,EAST PRICE HILL,0015-2004,CPB
48718,CN-M,15-2004,3170.945,5.335,CN-M,SOUTH CUMMINSVILLE,0015-2004,CPB
48719,SF-2,15-2004,3748.451,7.836,SF-2,WINTON PLACE,0015-2004,CPB
48720,RM-1.2,15-2004,4375.601,12.804,RM-1.2,PLEASANT RIDGE,0015-2004,CPB
48721,SF-20,15-2004,7224.925,34.55,SF-20,MOUNT LOOKOUT,0015-2004,CPB
48722,CC-A,15-2004,2903.417,7.374,CC-A,RIVERSIDE,0015-2004,CPB
48723,SF-6,15-2004,5639.227,28.935,SF-6,OAKLEY,0015-2004,CPB
48724,SF-4,260-2007,1247.887,1.76,SF-4,MOUNT WASHINGTON,0015-2004,CPB
48725,SF-10,15-2004,3543.881,14.595,SF-10,MOUNT AIRY,0015-2004,CPB
48726,RF-C,15-2004,10623.135,86.378,RF-C,RIVERSIDE,0015-2004,CPB
48727,SF-10,15-2004,1343.501,1.6,SF-10,COLLEGE HILL,0015-2004,CPB
48728,SF-4,15-2004,11925.578,48.241,SF-4,LINWOOD,0015-2004,CPB
48729,SF-2,15-2004,3865.545,7.687,SF-2,RIVERSIDE,0015-2004,CPB
48730,CN-M,15-2004,1144.243,1.778,CN-M,MADISONVILLE,0015-2004,CPB
48731,RMX,15-2004,2882.406,7.102,RMX,NORTH AVONDALE,0015-2004,CPB
48732,OL,15-2004,868.449,1.049,OL,RIVERSIDE,0015-2004,CPB
48733,RM-2.0,15-2004,1482.228,3.225,RM-2.0,MOUNT WASHINGTON,0015-2004,CPB
48734,SF-6,15-2004,3165.12,10.03,SF-6,WESTWOOD,0015-2004,CPB
48735,CC-M,15-2004,2284.529,3.815,CC-M,WEST PRICE HILL,0015-2004,CPB
48736,PR,258-2007,2041.782,2.315,PR,MADISONVILLE,0258-2007, 
48737,RM-2.0,15-2004,4396.404,12.608,RM-2.0,OAKLEY,0015-2004,CPB
48738,OG,15-2004,7823.609,38.275,OG,LINWOOD,0015-2004,CPB
48739,SF-6,15-2004,5429.789,21.838,SF-6,NORTH AVONDALE,0015-2004,CPB
48740,CC-A,15-2004,1103.827,1.492,CC-A,LOWER PRICE HILL,0015-2004,CPB
48741,CC-M,15-2004,3941.211,9.031,CC-M,CALIFORNIA,0015-2004,CPB
48742,SF-20,15-2004,705.86,0.467,SF-20,EAST PRICE HILL,0015-2004,CPB
48743,PR,258-2007,4649.014,16.333,PR,CARTHAGE,0258-2007, 
48744,SF-4,15-2004,7137.306,52.369,SF-4,MOUNT WASHINGTON,0015-2004,CPB
48745,SF-20,15-2004,10602.285,91.55,SF-20,WINTON HILLS,0015-2004,CPB
48746,PR,258-2007,4763.463,22.998,PR,RIVERSIDE,0258-2007, 
48747,DD,15-2004,2001.35,3.011,DD,CBD/RIVERFRONT,0015-2004,CPB
48748,SF-20,15-2004,584.187,0.191,SF-20,MOUNT LOOKOUT,0015-2004,CPB
48749,MG,15-2004,6134.113,25.142,MG,SOUTH FAIRMOUNT,0015-2004,CPB
48750,CN-M,162-2007,1603.764,2.276,CN-M,MOUNT AIRY,0015-2004,CPB
48751,RF-R,15-2004,5829.59,16.47,RF-R,SAYLER PARK,0015-2004,CPB
48752,OL,15-2004,1358.937,1.78,OL,RIVERSIDE,0015-2004,CPB
48753,CC-A,15-2004,2146.062,5.001,CC-A,COLLEGE HILL,0015-2004,CPB
48754,CC-A,15-2004,2606.219,6.855,CC-A,SAYLER PARK,0015-2004,CPB
48755,RMX,15-2004,3895.362,11.81,RMX,RIVERSIDE,0015-2004,CPB
48756,RF-R,15-2004,2896.354,8.796,RF-R,EAST END,0015-2004,CPB
48757,CN-M,34-2007,3534.68,12.43,CN-M,EASTEND,0015-2004,CPB
48758,MG,15-2004,8357.983,64.944,MG,EAST END,0015-2004,CPB
48759,PR,258-2007,989.049,0.646,PR,CBD/RIVERFRONT,0258-2007, 
48760,SF-10,15-2004,7802.45,81.294,SF-10,MOUNT WASHINGTON,0015-2004,CPB
48761,SF-20,15-2004,14809.089,150.682,SF-20,MOUNT WASHINGTON,0015-2004,CPB
48762,CN-P,15-2004,689.965,0.647,CN-P,NORTH AVONDALE,0015-2004,CPB
48763,OL,311-2005,486.911,0.294,OL,OAKLEY,0015-2004,CPB
48764,CC-M,15-2004,2281.329,4.394,CC-M,AVONDALE,0015-2004,CPB
48765,SF-2,15-2004,139.898,0.023,SF-2,EAST PRICE HILL,0015-2004,CPB
48766,CC-M,15-2004,925.391,1.191,CC-M,COLLEGE HILL,0015-2004,CPB
48767,RM-2.0,15-2004,10704.555,32.656,RM-2.0,WESTWOOD,0015-2004,CPB
48768,SF-20,15-2004,12052.801,148.353,SF-20,WINTON HILLS,0015-2004,CPB
48769,SF-2,15-2004,2876.208,5.132,SF-2,SEDAMSVILLE,0015-2004,CPB
48770,SF-4,15-2004,2170.276,4.089,SF-4,EAST PRICE HILL,0015-2004,CPB
48771,SF-20,15-2004,9614.385,50.22,SF-20,SAYLER PARK,0015-2004,CPB
48772,SF-6,15-2004,4228.616,18.429,SF-6,RIVERSIDE,0015-2004,CPB
48773,PR,258-2007,6638.813,16.561,PR,WINTON HILLS,0258-2007, 
48774,RM-1.2,311-2006,777.653,0.787,RM-1.2,CAMP WASHINGTON,0015-2004,CPB
48775,MG,15-2004,9399.036,78.696,MG,RIVERSIDE,0015-2004,CPB
48776,CC-A,15-2004,2541.052,5.487,CC-A,NORTHSIDE,0015-2004,CPB
48777,SF-4,15-2004,4799.201,21.993,SF-4,NORTH AVONDALE,0015-2004,CPB
48778,SF-10,15-2004,5242.795,21.171,SF-10,WEST PRICE HILL,0015-2004,CPB
48779,SF-2,15-2004,3798.581,7.922,SF-2,EAST END,0015-2004,CPB
48780,PR,258-2007,1442.106,2.969,PR,EAST WESTWOOD,0258-2007, 
48781,SF-4,15-2004,2506.062,5.515,SF-4,WESTWOOD,0015-2004,CPB
48782,RM-2.0,15-2004,1680.124,1.128,RM-2.0,MADISONVILLE,0015-2004,CPB
48783,SF-6,15-2004,458.024,0.14,SF-6,SOUTH FAIRMOUNT,0015-2004,CPB
48784,RF-R,15-2004,5267.324,29.568,RF-R,EAST END,0015-2004,CPB
48785,SF-6,15-2004,3605.263,9.466,SF-6,RIVERSIDE,0015-2004,CPB
48786,MG,15-2004,14880.984,140.126,MG,LINWOOD,0015-2004,CPB
48787,CC-A,15-2004,1277.724,1.538,CC-A,OAKLEY,0015-2004,CPB
48788,SF-10,15-2004,6190.182,19.107,SF-10,WINTON PLACE,0015-2004,CPB
48789,CC-P,15-2004,3493.241,9.126,CC-P,LINWOOD,0015-2004,CPB
48790,CC-A,15-2004,2781.195,6.276,CC-A,NORTHSIDE,0015-2004,CPB
48791,ML,15-2004,1130.081,1.105,ML,WINTON PLACE,0015-2004,CPB
48792,SF-2,15-2004,1982.096,3.504,SF-2,SEDAMSVILLE,0015-2004,CPB
48793,SF-6,15-2004,4661.176,11.293,SF-6,MOUNT AIRY,0015-2004,CPB
48794,OL,15-2004,3637.35,17.099,OL,WINTON HILLS,0015-2004,CPB
48795,SF-10,15-2004,3353.362,8.944,SF-10,MOUNT AIRY,0015-2004,CPB
48796,RF-R,15-2004,578.435,0.267,RF-R,CALIFORNIA,0015-2004,CPB
48797,SF-6,15-2004,6712.149,49.62,SF-6,EAST PRICE HILL,0015-2004,CPB
48798,CN-P,15-2004,1634.4,3.097,CN-P,MADISONVILLE,0015-2004,CPB
48799,CC-M,301-2004,931.968,1.201,CC-M,WESTWOOD,0015-2004,CPB
48800,RM-2.0,15-2004,2711.816,8.588,RM-2.0,WINTON PLACE,0015-2004,CPB
48801,RF-R,15-2004,734.728,0.131,RF-R,EAST END,0015-2004,CPB
48802,PR,258-2007,7991.794,35.327,PR,CBD/RIVERFRONT,0258-2007, 
48803,PR,258-2007,971.207,1.136,PR,CUF,0258-2007, 
48804,RM-1.2,15-2004,1657.52,2.983,RM-1.2,WESTWOOD,0015-2004,CPB
48805,MG,15-2004,1812.787,3.845,MG,MADISONVILLE,0015-2004,CPB
48806,OL,15-2004,2470.182,6.522,OL,WALNUT HILLS,0015-2004,CPB
48807,CN-M,15-2004,1345.579,1.581,CN-M,SOUTH CUMMINSVILLE,0015-2004,CPB
48808,SF-4,15-2004,5338.74,37.525,SF-4,MADISONVILLE,0015-2004,CPB
48809,RM-2.0,15-2004,13585.207,78.314,RM-2.0,RIVERSIDE,0015-2004,CPB
48810,PR,258-2007,3684.884,10.579,PR,SOUTH CUMMINSVILLE,0258-2007, 
48811,CC-A,15-2004,8040.916,30.492,CC-A,LOWER PRICE HILL,0015-2004,CPB
48812,RF-R,69-2018,4899.234,24.983,RF-R,EAST END,0015-2004,CP
48813,CN-M,15-2004,1099.845,1.694,CN-M,WESTWOOD,0015-2004,CPB
48814,PD,15-2004,3442.171,16.635,PD-25,MOUNT WASHINGTON,0015-2004,CPB
48815,RM-1.2,15-2004,10259.63,49.895,RM-1.2,OAKLEY,0015-2004,CPB
48816,ML,15-2004,5865.744,19.848,ML,OAKLEY,0015-2004,CPB
48817,RM-2.0,15-2004,2885.266,4.965,RM-2.0,COLLEGE HILL,0015-2004,CPB
48818,PR,258-2007,3375.79,9.027,PR,LINWOOD,0258-2007, 
48819,SF-2,15-2004,3165.779,9.18,SF-2,HARTWELL,0015-2004,CPB
48820,SF-20,15-2004,4563.459,22.673,SF-20,HARTWELL,0015-2004,CPB
48821,RM-2.0,15-2004,3038.548,8.149,RM-2.0,MOUNT WASHINGTON,0015-2004,CPB
48822,PR,258-2007,1216.605,2.113,PR,NORTH FAIRMOUNT,0258-2007, 
48823,PR,258-2007,11815.099,99.901,PR,EAST PRICE HILL,0258-2007, 
48824,RM-2.0,15-2004,4080.913,20.916,RM-2.0,WESTWOOD,0015-2004,CPB
48825,RM-2.0,15-2004,1330.251,1.854,RM-2.0,SAYLER PARK,0015-2004,CPB
48826,PR,258-2007,21355.572,349.597,PR,LINWOOD,0258-2007, 
48827,RM-2.0,15-2004,6224.567,19.767,RM-2.0,MOUNT AIRY,0015-2004,CPB
48828,SF-6,15-2004,3101.156,4.995,SF-6,HYDE PARK,0015-2004,CPB
48829,RM-2.0,15-2004,17193.652,140.865,RM-2.0,WEST PRICE HILL,0015-2004,CPB
48830,OL,15-2004,2697.776,9.937,OL,WESTWOOD,0015-2004,CPB
48831,RM-1.2,15-2004,2923.804,6.46,RM-1.2,MOUNT WASHINGTON,0015-2004,CPB
48832,RM-2.0,15-2004,2581.966,5.645,RM-2.0,MADISONVILLE,0015-2004,CPB
48833,PR,258-2007,667.735,0.638,PR,MADISONVILLE,0258-2007, 
48834,PR,258-2007,6710.352,39.168,PR,WEST PRICE HILL,0258-2007, 
48835,RF-R,39-2007,6847.451,36.961,RF-R,EAST END,0039-2007,CPB
48836,RMX,15-2004,2913.354,11.129,RMX,MADISONVILLE,0015-2004,CPB
48837,RM-2.0,15-2004,3830.908,12.953,RM-2.0,SEDAMSVILLE,0015-2004,CPB
48838,CC-M,144-2007,2419.084,4.469,CC-M,WESTWOOD,0015-2004,CPB
48839,PR,258-2007,918.078,1.048,PR,EAST END,0258-2007, 
48840,ML,15-2004,14193.435,219.524,ML,WINTON HILLS,0015-2004,CPB
48841,CG-A,15-2004,2542.381,7.358,CG-A,CALIFORNIA,0015-2004,CPB
48842,PR,258-2007,4115.579,9.495,PR,EAST PRICE HILL -SEDAMSVI,0258-2007, 
48843,MG,15-2004,6649.576,46.179,MG,RIVERSIDE,0015-2004,CPB
48844,CC-M,15-2004,2463.584,3.556,CC-M,SEDAMSVILLE,0015-2004,CPB
48845,PR,258-2007,5452.491,32.046,PR,RIVERSIDE,0258-2007, 
48846,OL,15-2004,1316.158,1.891,OL,OAKLEY,0015-2004,CPB
48847,CC-P,15-2004,2373.949,4.02,CC-P,WEST PRICE HILL,0015-2004,CPB
48848,SF-6,15-2004,8351.858,50.724,SF-6,CALIFORNIA,0015-2004,CPB
48849,CN-M,15-2004,1786.438,3.199,CN-M,MOUNT WASHINGTON,0015-2004,CPB
48850,SF-2,15-2004,6376.245,20.467,SF-2,WINTON PLACE,0015-2004,CPB
48851,SF-6,15-2004,10965.711,51.584,SF-6,MOUNT LOOKOUT,0015-2004,CPB
48852,RM-0.7,15-2004,3402.593,15.213,RM-0.7,WEST END,0015-2004,CPB
48853,CC-M,15-2004,1821.272,2.256,CC-M,SOUTH FAIRMOUNT,0015-2004,CPB
48854,PR,258-2007,574.594,0.437,PR,EAST END,0258-2007, 
48855,RF-R,15-2004,66674.178,971.72,RF-R,CALIFORNIA,0015-2004,CPB
48856,RMX,15-2004,6701.508,20.855,RMX,RIVERSIDE,0015-2004,CPB
48857,SF-20,15-2004,756.142,0.581,SF-20,EAST PRICE HILL,0015-2004,CPB
48858,SF-2,15-2004,2568.607,5.014,SF-2,EAST PRICE HILL,0015-2004,CPB
48859,OL,15-2004,1210.587,1.73,OL,PLEASANT RIDGE,0015-2004,CPB
48860,PR,258-2007,10660.71,120.277,PR,EAST END,0258-2007, 
48861,RM-1.2,15-2004,1365.944,2.266,RM-1.2,WEST PRICE HILL,0015-2004,CPB
48862,RMX,15-2004,4466.477,7.119,RMX,RIVERSIDE,0015-2004,CPB
48863,CN-M,15-2004,817.616,0.942,CN-M,PLEASANT RIDGE,0015-2004,CPB
48864,RM-0.7,419-2007,1722.271,2.352,RM-0.7,OAKLEY,0015-2004,CPB
48865,CC-M,15-2004,3171.422,4.555,CC-M,RIVERSIDE,0015-2004,CPB
48866,IR,380-2007,678.795,0.446,IR,PLEASANT RIDGE,0015-2004,CPB
48867,PD,15-2004,4778.791,17.886,PD-35,SPRING GROVE VILLAGE,0015-2004,CPB
48868,OL,15-2004,832.752,0.876,OL,WEST END,0015-2004,CPB
48869,RM-2.0,15-2004,2356.713,4.885,RM-2.0,COLLEGE HILL,0015-2004,CPB
48870,RMX,15-2004,5654.564,27.919,RMX,PLEASANT RIDGE,0015-2004,CPB
48871,RMX,15-2004,3098.557,8.373,RMX,WESTWOOD,0015-2004,CPB
48872,RM-2.0,15-2004,12272.598,24.852,RM-2.0,RIVERSIDE,0015-2004,CPB
48873,RM-1.2,15-2004,2012.269,4.571,RM-1.2,RIVERSIDE,0015-2004,CPB
48874,PR,258-2007,8803.88,68.268,PR,KENNEDY HEIGHTS,0258-2007, 
48875,RF-M,15-2004,8599.874,61.664,RF-M,RIVERSIDE,0015-2004,CPB
48876,SF-6,15-2004,6455.652,22.628,SF-6,RIVERSIDE,0015-2004,CPB
48877,PR,258-2007,1075.605,1.369,PR,LINWOOD,0258-2007, 
48878,SF-6,15-2004,2672.645,7.525,SF-6,WINTON PLACE,0015-2004,CPB
48879,RM-1.2,15-2004,14534.222,71.931,RM-1.2,EAST PRICE HILL,0015-2004,CPB
48880,CG-A,15-2004,5852.364,19.134,CG-A,PLEASANT RIDGE,0015-2004,CPB
48881,RM-2.0,15-2004,1294.68,2.227,RM-2.0,SOUTH CUMMINSVILLE,0015-2004,CPB
48882,CC-M,15-2004,1900.956,3.661,CC-M,WESTWOOD,0015-2004,CPB
48883,RM-1.2,15-2004,9997.034,23.828,RM-1.2,WESTWOOD,0015-2004,CPB
48884,ML,339-2005,1551.501,1.926,ML,RIVERSIDE,0015-2004,CPB
48885,ME,15-2004,17738.748,139.297,ME,WINTON HILLS,0015-2004,CPB
48886,CN-P,15-2004,2880.488,4.732,CN-P,WEST END,0015-2004,CPB
48887,CG-A,35-2007,4878.239,16.259,CG-A,OAKLEY,0015-2004,CPB
48888,SF-6,15-2004,2907.05,6.639,SF-6,MOUNT AIRY,0015-2004,CPB
48889,CC-P,341-2005,601.689,0.454,CC-P,OAKLEY,0015-2004,CPB
48890,OL,15-2004,2154.544,3.788,OL,COLLEGE HILL,0015-2004,CPB
48891,CC-P,15-2004,2445.385,3.388,CC-P,OAKLEY,0015-2004,CPB
48892,CC-A,15-2004,8245.409,64.934,CC-A,WINTON PLACE,0015-2004,CPB
48893,CC-A,15-2004,1531.245,3.323,CC-A,OAKLEY,0015-2004,CPB
48894,SF-6,15-2004,379.18,0.115,SF-6,SOUTH FAIRMOUNT,0015-2004,CPB
48895,OL,15-2004,1373.77,1.627,OL,WINTON HILLS,0015-2004,CPB
48896,CC-A,15-2004,2235.337,5.588,CC-A,SOUTH FAIRMOUNT,0015-2004,CPB
48897,SF-4,15-2004,3372.395,9.903,SF-4,SEDAMSVILLE,0015-2004,CPB
48898,SF-6,15-2004,2390.383,5.298,SF-6,MOUNT AIRY,0015-2004,CPB
48899,PR,258-2007,11295.036,34.521,PR,MT WASHINGTON,0258-2007, 
48900,PR,258-2007,9528.588,109.821,PR,LINWOOD,0258-2007, 
48901,PR,258-2007,1013.9,1.222,PR,CALIFORNIA,0258-2007, 
48902,PR,258-2007,6942.635,51.126,PR,EAST END,0258-2007, 
48903,RM-2.0,15-2004,390.824,0.177,RM-2.0,MADISONVILLE,0015-2004,CPB
48904,SF-6,15-2004,2503.717,6.21,SF-6,SAYLER PARK,0015-2004,CPB
48905,CN-P,15-2004,1430.808,1.873,CN-P,WINTON PLACE,0015-2004,CPB
48906,RF-C,15-2004,5324.174,36.808,RF-C,CALIFORNIA,0015-2004,CPB
48907,RF-R,15-2004,1673.861,3.704,RF-R,MOUNT WASHINGTON,0015-2004,CPB
48908,RM-1.2,15-2004,4388.091,11.571,RM-1.2,MOUNT WASHINGTON,0015-2004,CPB
48909,MG,280-2007,11409.476,57.051,MG,RIVERSIDE,280-2007,CPB
48910,SF-10,15-2004,644.557,0.536,SF-10,COLLEGE HILL,0015-2004,CPB
48911,SF-20,15-2004,4950.706,18.312,SF-20,MOUNT AIRY,0015-2004,CPB
48912,CG-A,15-2004,2973.07,5.057,CG-A,MADISONVILLE,0015-2004,CPB
48913,ML,15-2004,2660.499,5.279,ML,WINTON PLACE,0015-2004,CPB
48914,RM-2.0,15-2004,11359.608,41.466,RM-2.0,WESTWOOD,0015-2004,CPB
48915,ML,15-2004,2216.33,3.13,ML,RIVERSIDE,0015-2004,CPB
48916,RF-C,15-2004,5092.698,28.861,RF-C,EAST END,0015-2004,CPB
48917,SF-10,15-2004,4927.346,28.503,SF-10,MOUNT WASHINGTON,0015-2004,CPB
48918,ML,226-2006,641.386,0.443,ML,RIVERSIDE,0015-2004,CPB
48919,RM-2.0,15-2004,3012.312,8.363,RM-2.0,RIVERSIDE,0015-2004,CPB
48920,PD,15-2004,3567.861,9.424,PD-16,EAST END,0015-2004,CPB
48921,SF-4,15-2004,7356.071,23.91,SF-4,EAST PRICE HILL,0015-2004,CPB
48922,CN-P,15-2004,1206.868,1.706,CN-P,BOND HILL,0015-2004,CPB
48923,SF-2,15-2004,6427.096,41.015,SF-2,EAST WESTWOOD,0015-2004,CPB
48924,ML,32-2007,1896.912,4.004,ML,EAST END,0015-2004,CPB
48925,CG-A,23-2007,1551.222,2.351,CG-A,CALIFORNIA,0015-2004,CPB
48926,CC-M,270-2006,428.189,0.109,CC-M,MADISONVILLE,0015-2004,CPB
48927,SF-10,15-2004,11690.871,37.159,SF-10,MOUNT WASHINGTON,0015-2004,CPB
48928,PR,258-2007,1325.176,2.216,PR,NORTH FAIRMOUNT,0258-2007, 
48929,MG,15-2004,13515.623,22.105,MG,RIVERSIDE,0015-2004,CPB
48930,IR,380-2007,2133.982,3.108,IR,PLEASANT RIDGE,0015-2004,CPB
48931,SF-2,315-2016,2095.531,2.904,SF-2,EAST END,0315-2016,CP
48932,OL,15-2004,942.868,0.982,OL,MADISONVILLE,0015-2004,CPB
48933,CN-M,15-2004,993.385,1.099,CN-M,MILLVALE,0015-2004,CPB
48934,PD,324-2008,1504.221,2.076,PD-55,CBD/RIVERFRONT,0324-2008,CPB
48935,MA,362-2008,10517.914,116.363,MA,SPRING GROVE VILLAGE,0362-2008,CPB
48936,RM-2.0, ,1690.305,4.256,RM-2.0,SPRING GROVE VILLAGE, ,CPB
48937,ML,79-2008,2129.151,5.359,ML,MADISONVILLE,0079-2008,CPB
48938,RF-R,15-2004,4116.725,6.905,RF-R,CBD/RIVERFRONT,0015-2004,CPB
48939,PR,258-2007,2073.7,3.975,PR,LINWOOD,0258-2007,CPB
48940,PR,258-2007,2605.357,3.305,PR,COLUMBIA TUSCULUM,0258-2007,CPB
48941,PR,258-2007,2410.414,2.519,PR,LINWOOD,0258-2007,CPB
48942,SF-20,15-2004,292.44,0.083,SF-20,COLUMBIA TUSCULUM,0015-2004,CPB
48943,SF-20,15-2004,1048.352,0.296,SF-20,COLUMBIA TUSCULUM,0015-2004,CPB
48944,SF-10,106-2010,1112.273,1.416,SF-10,HYDE PARK,0106-2010,CPB
48945,SF-10,228-2010,3470.248,12.256,SF-10,MT LOOKOUT,0228-2010,CPB
48946,SF-10,240-2010,8534.195,53.985,SF-10,MT LOOKOUT,0240-2010,CPB
48947,PD,229-2010,2022.036,4.929,PD-59,COLLEGE HILL,0229-2010,CPB
48948,CC-A,96-2011,753.38,0.759,CC-A,LINWOOD,0096-2011,CPB
48949,ML,280-2007,3305.397,4.238,ML,RIVERSIDE,280-2007,CPB
48950,SF-2,280-2007,1276.385,1.547,SF-2,RIVERSIDE,280-2007,CPB
48951,ML,280-2007,7230.421,13.023,ML,RIVERSIDE,280-2007,CPB
48952,PD,198-2011,6174.639,25.92,PD-63,COLLEGE HILL,0198-2011,CPB
48953,MA,0260-2009,5914.084,42.886,MA,SPRING GROVE VILLAGE,0260-2009,CPB
48954,PR,258-2007,5972.579,28.826,PR,COLLEGE HILL,0258-2007, 
48955,SF-20,15-2004,6036.281,31.46,SF-20,CARTHAGE,0015-2004,CPB
48956,SF-2,0458-2012,2257.473,4.855,SF-2,LINWOOD,0458-2012,CPB
48957,SF-2,0458-2012,513.067,0.367,SF-2,LINWOOD,0458-2012,CPB
48958,SF-6,0440-2012,7627.484,44.008,SF-6,CARTHAGE,0440-2012,CPB
48959,SF-10,0440-2012,2916.748,7.798,SF-10,CARTHAGE,0440-2012,CPB
48960,SF-4,0440-2012,803.411,0.802,SF-4,CARTHAGE,0440-2012,CPB
48961,T4N.MF,1268-2013,1812.195,2.578,T4N.MF,MADISONVILLE,01268-2013,CPB
48962,SF-6,324-2013,6668.721,23.004,SF-6,CALIFORNIA,0324-2013,CPB
48963,RM-2.0,324-2013,4870.873,19.001,RM-2.0,CALIFORNIA,0324-2013,CPB
48964,T5N.LS-O,2-2014,1492.643,2.496,T5N.LS-O,WALNUT HILLS,0002-2014,CPB
48965,CN-P,241-2014,388.143,0.187,CN-P,NORTH FAIRMOUNT,0241-2014,CPB
48966,CC-A,324-2014,1332.417,1.956,CC-A,SOUTH FAIRMOUNT,0324-2014,CPB
48967,SF-20,15-2004,14624.7,222.478,SF-20,MOUNT WASHINGTON,0015-2004,CPB
48968,SF-20,15-2004,14840.781,130.762,SF-20,MOUNT WASHINGTON,0015-2004,CPB
48969,SF-20,15-2004,10802.746,53.871,SF-20,MOUNT WASHINGTON,0015-2004,CPB
48970,SF-6,325-2014,2272.652,6.508,SF-6,CALIFORNIA,0325-2014,CPB
48971,SF-20,15-2004,1456.558,1.313,SF-20,MOUNT WASHINGTON,0015-2004,CPB
48972,IR,11-2016,4083.802,16.693,IR,EAST PRICE HILL,0011-2016,CP
48973,SF-2,114-2016,2476.87,3.252,SF-2,MADISONVILLE,0114-2016,CP
48974,OL,111-2016,818.643,0.955,OL,WEST PRICE HILL,0111-2016,CP
48975,RM-1.2,152-2016,2392.199,3.995,RM-1.2,SOUTH CUMMINSVILLE,0152-2016,CP
48976,RF-R,259-2016,699.585,0.577,RF-R,EAST END,259-2016,CP
48977,RF-R,259-2016,94.682,0.012,RF-R,EAST END,259-2016,CP
48978,CG-A,255-2016,1201.722,2.064,CG-A,MADISONVILLE,0255-2016,CP
48979,ML,276-2016,2712.721,5.983,ML,MADISONVILLE,0276-2016,CP
48980,MG,15-2004,350.11,0.133,MG,OAKLEY,0015-2004,CPB
48981,MG,15-2004,465.796,0.268,MG,OAKLEY,0015-2004,CPB
48982,MG,15-2004,64862.052,425.66,MG,OAKLEY,0015-2004,CPB
48983,ML,26-2017,1113.539,1.771,ML,WEST END,0026-2017,CP
48984,PD,136-2017,1811.21,2.689,PD-78,WALNUT HILLS,0136-2017,CP
48985,T4N.SF-O,2-2014,452.645,0.276,T4N.SF-O,WALNUT HILLS,0002-2014,CPB
48986,PD,205-2017,1133.673,1.772,PD-73,MADISONVILLE,0205-2017,CP
48987,SF-6,15-2004,49406.285,311.057,SF-6,WESTWOOD,0015-2004,CPB
48988,T5N.SS-O,259-2018,821.113,0.877,T5N.SS-O,WALNUT HILLS,0259-2018,CP
48989,RMX,15-2004,362.672,0.141,RMX,COLUMBIA TUSCULUM,0015-2004,CPB
48990,CC-A,260-2018,381.658,0.163,CC-A,LINWOOD,0260-2018,CP
48991,MG,15-2004,156191.535,2430.145,MG,CAMP WASHINGTON,0015-2004,CPB
48992,MG,15-2004,156191.535,2430.145,MG,CAMP WASHINGTON,0015-2004,CPB
48993,RM-0.7,9-2020,945.127,0.947,RM-0.7,WEST END,0009-2020,CP
48994,CC-A,226-2020,395.279,0.169, ,OAKLEY,0226-2020,CP
48995,MG,15-2004,1719.204,3.689,MG,OAKLEY,0015-2004,CPB
48996,PD,274-2020,2682.416,8.103,PD-89,OAKLEY,0274-2020,CP
48997,PD,34-2021,1821.171,1.778,PD-78,WALNUT HILLS,0034-2021,CP
48998,ML,64-2021,3866.751,10.809,ML,MADISONVILLE,0064-2021,CP
48999,CN-P,255-2007,1195.152,1.444,CN-P,EVANSTON,0015-2004,CPB
49000,CG-A,358-2021,1400.612,2.673,CG-A,MADISONVILLE,0358-2021,CP
49001,CG-A, ,1002.238,0.386, ,OAKLEY, ,CP
